admin_level,id,name,Number of open links,Bigraph built in,Bigraph loaded in,Number of nodes,Number of edges,Number of boundaries,Number of streets,Number of buildings,Number of junctions,Added agent in,leave_building,move_across_linked_streets,enter_building starting in street,enter_building_from_street,leave_street,enter_building_from_boundary,enter_building starting in boundary,enter_street,Maximum resident set size (kbytes),Number of outer names
9,55734,Steglitz-Zehlendorf,,,0.286127,74559,36943,12,1829,32366,6145,,,,,,,,,,165440,102
8,118362,Leeds,,,0.702063,161213,79732,39,13715,47115,39475,,,,,,,,,,330932,132
6,51800,City of London,,,0.022635,4193,2089,2,431,1077,1173,,,,,,,,,,36624,93
8,172987,Liverpool,,,0.206548,50577,24816,1,6879,7769,21279,,,,,,,,,,118192,122
8,8450265,London Borough of Southwark,,,0.202386,42145,21031,1,2038,16062,5943,,,,,,,,,,104924,193
8,2305280,Oceanside,,,0.346497,78005,38904,1,2709,32250,8085,,,,,,,,,,172676,86
6,1920901,City of Edinburgh,,,0.209527,48146,23286,31,6138,9268,17272,,,,,,,,,,114004,57
8,111848,Chula Vista,,,0.329458,77630,38686,1,3186,30541,10174,,,,,,,,,,172284,129
9,30353,Wandsbek,,,0.679135,149385,74302,20,2582,68076,8029,,,,,,,,,,312576,113
8,295355,Cambridge,,,0.250567,62838,31355,1,1612,27868,3876,,,,,,,,,,143708,73
8,7444,Paris,,,0.222538,56622,24667,101,9071,4752,28774,,,,,,,,,,127160,324
8,51805,London Borough of Tower Hamlets,,,0.137665,32888,16367,1,1885,12013,5090,,,,,,,,,,86592,92
6,62428,Munich,,,0.674353,164233,78594,142,10378,54375,34443,,,,,,,,,,335728,140
10,2604777,Dover,,,0.010648,2184,1069,1,391,158,1084,,,,,,,,,,33440,25
8,1544956,Mountain View,,,0.078303,20224,10077,1,1027,7350,3468,,,,,,,,,,64004,108
10,271110,Amsterdam,,,0.159409,41306,20189,1,5082,4476,22188,,,,,,,,,,100484,152
8,295349,Fenland,,,0.050312,13480,6530,17,2283,1688,5504,,,,,,,,,,52116,64
6,180837,Cambridgeshire,,,0.890136,210768,103274,242,16190,69754,38396,,,,,,,,,,431740,225
8,295351,Huntingdonshire,,,0.144592,37597,18234,82,4899,7931,11773,,,,,,,,,,94660,102
8,2305279,Carlsbad,,,0.244196,60972,30425,1,2407,24657,6842,,,,,,,,,,139640,63
8,146656,Manchester,,,0.403196,96802,48052,2,7140,30599,21320,,,,,,,,,,207788,235
8,295352,East Cambridgeshire,,,0.073717,19619,9566,36,2383,4556,5669,,,,,,,,,,62244,85
5,10264792,Hong Kong Island,,,0.082993,21676,10647,5,1621,6555,5314,,,,,,,,,,66804,6
8,71033,Strasbourg,,,0.061986,15819,7327,16,2641,1141,8223,,,,,,,,,,56204,77
2,536780,Singapore,,,0.880141,212140,104497,13,11917,70981,46318,,,,,,,,,,430932,4
4,162069,District of Columbia,,,1.142280,267244,132694,10,4160,118037,22830,,,,,,,,,,551056,262
4,62422,Berlin,,,1.158062,277289,135449,115,15213,96373,53887,,,,,,,,,,562848,208
8,51781,City of Westminster,,,0.215733,57179,28460,2,1809,23816,5925,,,,,,,,,,132696,183
8,295353,South Cambridgeshire,,,0.294599,75961,37326,105,4663,27711,11003,,,,,,,,,,166044,178
6,1906767,Glasgow City,,,0.277138,70524,34790,1,7427,15678,24312,,,,,,,,,,155944,194
9,55734,Steglitz-Zehlendorf,,,0.296049,74559,36943,12,1829,32366,6145,,,,,,,,,,165292,102
8,118362,Leeds,,,0.647619,161213,79732,39,13715,47115,39475,,,,,,,,,,330864,132
6,51800,City of London,,,0.018760,4193,2089,2,431,1077,1173,,,,,,,,,,36504,93
8,172987,Liverpool,,,0.203828,50577,24816,1,6879,7769,21279,,,,,,,,,,118320,122
8,8450265,London Borough of Southwark,,,0.164094,42145,21031,1,2038,16062,5943,,,,,,,,,,104816,193
8,2305280,Oceanside,,,0.303290,78005,38904,1,2709,32250,8085,,,,,,,,,,172588,86
6,1920901,City of Edinburgh,,,0.185476,48146,23286,31,6138,9268,17272,,,,,,,,,,113756,57
8,111848,Chula Vista,,,0.292389,77630,38686,1,3186,30541,10174,,,,,,,,,,172524,129
9,30353,Wandsbek,,,0.597887,149385,74302,20,2582,68076,8029,,,,,,,,,,312744,113
8,295355,Cambridge,,,0.248647,62838,31355,1,1612,27868,3876,,,,,,,,,,143844,73
8,7444,Paris,,,0.210549,56622,24667,101,9071,4752,28774,,,,,,,,,,127076,324
8,51805,London Borough of Tower Hamlets,,,0.129077,32888,16367,1,1885,12013,5090,,,,,,,,,,86520,92
6,62428,Munich,,,0.639862,164233,78594,142,10378,54375,34443,,,,,,,,,,335692,140
10,2604777,Dover,,,0.009128,2184,1069,1,391,158,1084,,,,,,,,,,33460,25
8,1544956,Mountain View,,,0.077294,20224,10077,1,1027,7350,3468,,,,,,,,,,64140,108
10,271110,Amsterdam,,,0.155900,41306,20189,1,5082,4476,22188,,,,,,,,,,100508,152
8,295349,Fenland,,,0.050931,13480,6530,17,2283,1688,5504,,,,,,,,,,52024,64
6,180837,Cambridgeshire,,,0.998820,210768,103274,242,16190,69754,38396,,,,,,,,,,431856,225
8,295351,Huntingdonshire,,,0.145209,37597,18234,82,4899,7931,11773,,,,,,,,,,94776,102
8,2305279,Carlsbad,,,0.238211,60972,30425,1,2407,24657,6842,,,,,,,,,,139624,63
8,146656,Manchester,,,0.389267,96802,48052,2,7140,30599,21320,,,,,,,,,,207932,235
8,295352,East Cambridgeshire,,,0.072434,19619,9566,36,2383,4556,5669,,,,,,,,,,62472,85
5,10264792,Hong Kong Island,,,0.081565,21676,10647,5,1621,6555,5314,,,,,,,,,,66692,6
8,71033,Strasbourg,,,0.066521,15819,7327,16,2641,1141,8223,,,,,,,,,,56252,77
2,536780,Singapore,,,0.941381,212140,104497,13,11917,70981,46318,,,,,,,,,,431044,4
4,162069,District of Columbia,,,1.154735,267244,132694,10,4160,118037,22830,,,,,,,,,,551048,262
4,62422,Berlin,,,1.175306,277289,135449,115,15213,96373,53887,,,,,,,,,,562776,208
8,51781,City of Westminster,,,0.276618,57179,28460,2,1809,23816,5925,,,,,,,,,,132740,183
8,295353,South Cambridgeshire,,,0.329420,75961,37326,105,4663,27711,11003,,,,,,,,,,165852,178
6,1906767,Glasgow City,,,0.292236,70524,34790,1,7427,15678,24312,,,,,,,,,,156364,194
9,55734,Steglitz-Zehlendorf,,,0.286063,74559,36943,12,1829,32366,6145,,,,,,,,,,165632,102
8,118362,Leeds,,,0.714182,161213,79732,39,13715,47115,39475,,,,,,,,,,330904,132
6,51800,City of London,,,0.017820,4193,2089,2,431,1077,1173,,,,,,,,,,36704,93
8,172987,Liverpool,,,0.192970,50577,24816,1,6879,7769,21279,,,,,,,,,,118392,122
8,8450265,London Borough of Southwark,,,0.184477,42145,21031,1,2038,16062,5943,,,,,,,,,,104724,193
8,2305280,Oceanside,,,0.360356,78005,38904,1,2709,32250,8085,,,,,,,,,,172624,86
6,1920901,City of Edinburgh,,,0.189649,48146,23286,31,6138,9268,17272,,,,,,,,,,113976,57
8,111848,Chula Vista,,,0.315087,77630,38686,1,3186,30541,10174,,,,,,,,,,172216,129
9,30353,Wandsbek,,,0.612151,149385,74302,20,2582,68076,8029,,,,,,,,,,312820,113
8,295355,Cambridge,,,0.254563,62838,31355,1,1612,27868,3876,,,,,,,,,,143644,73
8,7444,Paris,,,0.240135,56622,24667,101,9071,4752,28774,,,,,,,,,,127200,324
8,51805,London Borough of Tower Hamlets,,,0.136843,32888,16367,1,1885,12013,5090,,,,,,,,,,86764,92
6,62428,Munich,,,0.651951,164233,78594,142,10378,54375,34443,,,,,,,,,,335792,140
10,2604777,Dover,,,0.009294,2184,1069,1,391,158,1084,,,,,,,,,,33552,25
8,1544956,Mountain View,,,0.075625,20224,10077,1,1027,7350,3468,,,,,,,,,,63964,108
10,271110,Amsterdam,,,0.175390,41306,20189,1,5082,4476,22188,,,,,,,,,,100392,152
8,295349,Fenland,,,0.052794,13480,6530,17,2283,1688,5504,,,,,,,,,,52068,64
6,180837,Cambridgeshire,,,0.930943,210768,103274,242,16190,69754,38396,,,,,,,,,,431760,225
8,295351,Huntingdonshire,,,0.167208,37597,18234,82,4899,7931,11773,,,,,,,,,,94812,102
8,2305279,Carlsbad,,,0.249234,60972,30425,1,2407,24657,6842,,,,,,,,,,140012,63
8,146656,Manchester,,,0.409094,96802,48052,2,7140,30599,21320,,,,,,,,,,207716,235
8,295352,East Cambridgeshire,,,0.080206,19619,9566,36,2383,4556,5669,,,,,,,,,,62560,85
5,10264792,Hong Kong Island,,,0.087419,21676,10647,5,1621,6555,5314,,,,,,,,,,66768,6
8,71033,Strasbourg,,,0.065615,15819,7327,16,2641,1141,8223,,,,,,,,,,56124,77
2,536780,Singapore,,,0.958283,212140,104497,13,11917,70981,46318,,,,,,,,,,431104,4
4,162069,District of Columbia,,,1.229164,267244,132694,10,4160,118037,22830,,,,,,,,,,551300,262
4,62422,Berlin,,,1.319024,277289,135449,115,15213,96373,53887,,,,,,,,,,562712,208
8,51781,City of Westminster,,,0.272461,57179,28460,2,1809,23816,5925,,,,,,,,,,132536,183
8,295353,South Cambridgeshire,,,0.317718,75961,37326,105,4663,27711,11003,,,,,,,,,,165868,178
6,1906767,Glasgow City,,,0.282491,70524,34790,1,7427,15678,24312,,,,,,,,,,156176,194
9,55734,Steglitz-Zehlendorf,,,0.310485,74559,36943,12,1829,32366,6145,,,,,,,,,,165512,102
8,118362,Leeds,,,0.727540,161213,79732,39,13715,47115,39475,,,,,,,,,,330812,132
6,51800,City of London,,,0.017334,4193,2089,2,431,1077,1173,,,,,,,,,,36556,93
8,172987,Liverpool,,,0.215107,50577,24816,1,6879,7769,21279,,,,,,,,,,118300,122
8,8450265,London Borough of Southwark,,,0.180343,42145,21031,1,2038,16062,5943,,,,,,,,,,104600,193
8,2305280,Oceanside,,,0.340017,78005,38904,1,2709,32250,8085,,,,,,,,,,172512,86
6,1920901,City of Edinburgh,,,0.208872,48146,23286,31,6138,9268,17272,,,,,,,,,,113928,57
8,111848,Chula Vista,,,0.349682,77630,38686,1,3186,30541,10174,,,,,,,,,,172308,129
9,30353,Wandsbek,,,0.722045,149385,74302,20,2582,68076,8029,,,,,,,,,,312616,113
8,295355,Cambridge,,,0.254393,62838,31355,1,1612,27868,3876,,,,,,,,,,143672,73
8,7444,Paris,,,0.221692,56622,24667,101,9071,4752,28774,,,,,,,,,,127024,324
8,51805,London Borough of Tower Hamlets,,,0.143755,32888,16367,1,1885,12013,5090,,,,,,,,,,86364,92
6,62428,Munich,,,0.730615,164233,78594,142,10378,54375,34443,,,,,,,,,,335820,140
10,2604777,Dover,,,0.009366,2184,1069,1,391,158,1084,,,,,,,,,,33492,25
8,1544956,Mountain View,,,0.081935,20224,10077,1,1027,7350,3468,,,,,,,,,,64184,108
10,271110,Amsterdam,,,0.171383,41306,20189,1,5082,4476,22188,,,,,,,,,,100728,152
8,295349,Fenland,,,0.056549,13480,6530,17,2283,1688,5504,,,,,,,,,,51936,64
6,180837,Cambridgeshire,,,0.989820,210768,103274,242,16190,69754,38396,,,,,,,,,,431552,225
8,295351,Huntingdonshire,,,0.155608,37597,18234,82,4899,7931,11773,,,,,,,,,,94648,102
8,2305279,Carlsbad,,,0.260211,60972,30425,1,2407,24657,6842,,,,,,,,,,139656,63
8,146656,Manchester,,,0.466738,96802,48052,2,7140,30599,21320,,,,,,,,,,207884,235
8,295352,East Cambridgeshire,,,0.082345,19619,9566,36,2383,4556,5669,,,,,,,,,,62324,85
5,10264792,Hong Kong Island,,,0.092554,21676,10647,5,1621,6555,5314,,,,,,,,,,66700,6
8,71033,Strasbourg,,,0.064178,15819,7327,16,2641,1141,8223,,,,,,,,,,56268,77
2,536780,Singapore,,,0.916622,212140,104497,13,11917,70981,46318,,,,,,,,,,431228,4
4,162069,District of Columbia,,,1.227750,267244,132694,10,4160,118037,22830,,,,,,,,,,551124,262
4,62422,Berlin,,,1.201039,277289,135449,115,15213,96373,53887,,,,,,,,,,562740,208
8,51781,City of Westminster,,,0.244605,57179,28460,2,1809,23816,5925,,,,,,,,,,132728,183
8,295353,South Cambridgeshire,,,0.322961,75961,37326,105,4663,27711,11003,,,,,,,,,,165688,178
6,1906767,Glasgow City,,,0.299428,70524,34790,1,7427,15678,24312,,,,,,,,,,156164,194
9,55734,Steglitz-Zehlendorf,,,0.322890,74559,36943,12,1829,32366,6145,,,,,,,,,,165256,102
8,118362,Leeds,,,0.672888,161213,79732,39,13715,47115,39475,,,,,,,,,,330704,132
6,51800,City of London,,,0.018759,4193,2089,2,431,1077,1173,,,,,,,,,,36580,93
8,172987,Liverpool,,,0.200407,50577,24816,1,6879,7769,21279,,,,,,,,,,118288,122
8,8450265,London Borough of Southwark,,,0.161706,42145,21031,1,2038,16062,5943,,,,,,,,,,104944,193
8,2305280,Oceanside,,,0.309008,78005,38904,1,2709,32250,8085,,,,,,,,,,172720,86
6,1920901,City of Edinburgh,,,0.214480,48146,23286,31,6138,9268,17272,,,,,,,,,,114048,57
8,111848,Chula Vista,,,0.314782,77630,38686,1,3186,30541,10174,,,,,,,,,,172440,129
9,30353,Wandsbek,,,0.644864,149385,74302,20,2582,68076,8029,,,,,,,,,,312708,113
8,295355,Cambridge,,,0.261446,62838,31355,1,1612,27868,3876,,,,,,,,,,143676,73
8,7444,Paris,,,0.218791,56622,24667,101,9071,4752,28774,,,,,,,,,,127128,324
8,51805,London Borough of Tower Hamlets,,,0.137694,32888,16367,1,1885,12013,5090,,,,,,,,,,86464,92
6,62428,Munich,,,0.720954,164233,78594,142,10378,54375,34443,,,,,,,,,,335560,140
10,2604777,Dover,,,0.009110,2184,1069,1,391,158,1084,,,,,,,,,,33624,25
8,1544956,Mountain View,,,0.080641,20224,10077,1,1027,7350,3468,,,,,,,,,,63860,108
10,271110,Amsterdam,,,0.163895,41306,20189,1,5082,4476,22188,,,,,,,,,,100504,152
8,295349,Fenland,,,0.052716,13480,6530,17,2283,1688,5504,,,,,,,,,,52140,64
6,180837,Cambridgeshire,,,0.954423,210768,103274,242,16190,69754,38396,,,,,,,,,,431664,225
8,295351,Huntingdonshire,,,0.153807,37597,18234,82,4899,7931,11773,,,,,,,,,,94756,102
8,2305279,Carlsbad,,,0.250759,60972,30425,1,2407,24657,6842,,,,,,,,,,139756,63
8,146656,Manchester,,,0.406772,96802,48052,2,7140,30599,21320,,,,,,,,,,207868,235
8,295352,East Cambridgeshire,,,0.082951,19619,9566,36,2383,4556,5669,,,,,,,,,,62652,85
5,10264792,Hong Kong Island,,,0.086278,21676,10647,5,1621,6555,5314,,,,,,,,,,66648,6
8,71033,Strasbourg,,,0.069544,15819,7327,16,2641,1141,8223,,,,,,,,,,56008,77
2,536780,Singapore,,,0.926640,212140,104497,13,11917,70981,46318,,,,,,,,,,430944,4
4,162069,District of Columbia,,,1.325610,267244,132694,10,4160,118037,22830,,,,,,,,,,551232,262
4,62422,Berlin,,,1.227541,277289,135449,115,15213,96373,53887,,,,,,,,,,562724,208
8,51781,City of Westminster,,,0.273323,57179,28460,2,1809,23816,5925,,,,,,,,,,132740,183
8,295353,South Cambridgeshire,,,0.333129,75961,37326,105,4663,27711,11003,,,,,,,,,,165892,178
6,1906767,Glasgow City,,,0.287621,70524,34790,1,7427,15678,24312,,,,,,,,,,155924,194
9,55734,Steglitz-Zehlendorf,,,0.308349,74559,36943,12,1829,32366,6145,,,,,,,,,,165452,102
8,118362,Leeds,,,0.675923,161213,79732,39,13715,47115,39475,,,,,,,,,,330876,132
6,51800,City of London,,,0.018420,4193,2089,2,431,1077,1173,,,,,,,,,,36644,93
8,172987,Liverpool,,,0.204447,50577,24816,1,6879,7769,21279,,,,,,,,,,118244,122
8,8450265,London Borough of Southwark,,,0.172020,42145,21031,1,2038,16062,5943,,,,,,,,,,104740,193
8,2305280,Oceanside,,,0.328697,78005,38904,1,2709,32250,8085,,,,,,,,,,172636,86
6,1920901,City of Edinburgh,,,0.203087,48146,23286,31,6138,9268,17272,,,,,,,,,,114044,57
8,111848,Chula Vista,,,0.365328,77630,38686,1,3186,30541,10174,,,,,,,,,,172408,129
9,30353,Wandsbek,,,0.675963,149385,74302,20,2582,68076,8029,,,,,,,,,,312568,113
8,295355,Cambridge,,,0.258721,62838,31355,1,1612,27868,3876,,,,,,,,,,143832,73
8,7444,Paris,,,0.230733,56622,24667,101,9071,4752,28774,,,,,,,,,,127168,324
8,51805,London Borough of Tower Hamlets,,,0.140123,32888,16367,1,1885,12013,5090,,,,,,,,,,86464,92
6,62428,Munich,,,0.688535,164233,78594,142,10378,54375,34443,,,,,,,,,,335904,140
10,2604777,Dover,,,0.009809,2184,1069,1,391,158,1084,,,,,,,,,,33644,25
8,1544956,Mountain View,,,0.087807,20224,10077,1,1027,7350,3468,,,,,,,,,,63908,108
10,271110,Amsterdam,,,0.218504,41306,20189,1,5082,4476,22188,,,,,,,,,,100356,152
8,295349,Fenland,,,0.052806,13480,6530,17,2283,1688,5504,,,,,,,,,,51980,64
6,180837,Cambridgeshire,,,0.933764,210768,103274,242,16190,69754,38396,,,,,,,,,,431692,225
8,295351,Huntingdonshire,,,0.152461,37597,18234,82,4899,7931,11773,,,,,,,,,,94644,102
8,2305279,Carlsbad,,,0.254436,60972,30425,1,2407,24657,6842,,,,,,,,,,139776,63
8,146656,Manchester,,,0.452635,96802,48052,2,7140,30599,21320,,,,,,,,,,207700,235
8,295352,East Cambridgeshire,,,0.085259,19619,9566,36,2383,4556,5669,,,,,,,,,,62340,85
5,10264792,Hong Kong Island,,,0.092632,21676,10647,5,1621,6555,5314,,,,,,,,,,66672,6
8,71033,Strasbourg,,,0.064396,15819,7327,16,2641,1141,8223,,,,,,,,,,56196,77
2,536780,Singapore,,,0.913683,212140,104497,13,11917,70981,46318,,,,,,,,,,430924,4
4,162069,District of Columbia,,,1.215512,267244,132694,10,4160,118037,22830,,,,,,,,,,551132,262
4,62422,Berlin,,,1.201274,277289,135449,115,15213,96373,53887,,,,,,,,,,562884,208
8,51781,City of Westminster,,,0.289684,57179,28460,2,1809,23816,5925,,,,,,,,,,132552,183
8,295353,South Cambridgeshire,,,0.341877,75961,37326,105,4663,27711,11003,,,,,,,,,,165812,178
6,1906767,Glasgow City,,,0.289642,70524,34790,1,7427,15678,24312,,,,,,,,,,156152,194
9,55734,Steglitz-Zehlendorf,,,0.298777,74559,36943,12,1829,32366,6145,,,,,,,,,,165540,102
8,118362,Leeds,,,0.654284,161213,79732,39,13715,47115,39475,,,,,,,,,,330740,132
6,51800,City of London,,,0.018040,4193,2089,2,431,1077,1173,,,,,,,,,,36460,93
8,172987,Liverpool,,,0.215696,50577,24816,1,6879,7769,21279,,,,,,,,,,118320,122
8,8450265,London Borough of Southwark,,,0.183800,42145,21031,1,2038,16062,5943,,,,,,,,,,104836,193
8,2305280,Oceanside,,,0.308852,78005,38904,1,2709,32250,8085,,,,,,,,,,172532,86
6,1920901,City of Edinburgh,,,0.201695,48146,23286,31,6138,9268,17272,,,,,,,,,,113856,57
8,111848,Chula Vista,,,0.318261,77630,38686,1,3186,30541,10174,,,,,,,,,,172372,129
9,30353,Wandsbek,,,0.630188,149385,74302,20,2582,68076,8029,,,,,,,,,,312948,113
8,295355,Cambridge,,,0.271838,62838,31355,1,1612,27868,3876,,,,,,,,,,143680,73
8,7444,Paris,,,0.218963,56622,24667,101,9071,4752,28774,,,,,,,,,,127040,324
8,51805,London Borough of Tower Hamlets,,,0.136439,32888,16367,1,1885,12013,5090,,,,,,,,,,86468,92
6,62428,Munich,,,0.701504,164233,78594,142,10378,54375,34443,,,,,,,,,,335744,140
10,2604777,Dover,,,0.009020,2184,1069,1,391,158,1084,,,,,,,,,,33436,25
8,1544956,Mountain View,,,0.087909,20224,10077,1,1027,7350,3468,,,,,,,,,,64152,108
10,271110,Amsterdam,,,0.167868,41306,20189,1,5082,4476,22188,,,,,,,,,,100672,152
8,295349,Fenland,,,0.050480,13480,6530,17,2283,1688,5504,,,,,,,,,,52028,64
6,180837,Cambridgeshire,,,0.988264,210768,103274,242,16190,69754,38396,,,,,,,,,,431676,225
8,295351,Huntingdonshire,,,0.152743,37597,18234,82,4899,7931,11773,,,,,,,,,,94872,102
8,2305279,Carlsbad,,,0.251648,60972,30425,1,2407,24657,6842,,,,,,,,,,139676,63
8,146656,Manchester,,,0.425001,96802,48052,2,7140,30599,21320,,,,,,,,,,207840,235
8,295352,East Cambridgeshire,,,0.083696,19619,9566,36,2383,4556,5669,,,,,,,,,,62240,85
5,10264792,Hong Kong Island,,,0.087836,21676,10647,5,1621,6555,5314,,,,,,,,,,66632,6
8,71033,Strasbourg,,,0.062683,15819,7327,16,2641,1141,8223,,,,,,,,,,56128,77
2,536780,Singapore,,,0.914778,212140,104497,13,11917,70981,46318,,,,,,,,,,431016,4
4,162069,District of Columbia,,,1.235678,267244,132694,10,4160,118037,22830,,,,,,,,,,551328,262
4,62422,Berlin,,,1.234308,277289,135449,115,15213,96373,53887,,,,,,,,,,562756,208
8,51781,City of Westminster,,,0.239815,57179,28460,2,1809,23816,5925,,,,,,,,,,132472,183
8,295353,South Cambridgeshire,,,0.317533,75961,37326,105,4663,27711,11003,,,,,,,,,,165984,178
6,1906767,Glasgow City,,,0.295226,70524,34790,1,7427,15678,24312,,,,,,,,,,155992,194
9,55734,Steglitz-Zehlendorf,,,0.293172,74559,36943,12,1829,32366,6145,,,,,,,,,,165248,102
8,118362,Leeds,,,0.701497,161213,79732,39,13715,47115,39475,,,,,,,,,,330828,132
6,51800,City of London,,,0.015071,4193,2089,2,431,1077,1173,,,,,,,,,,36636,93
8,172987,Liverpool,,,0.189320,50577,24816,1,6879,7769,21279,,,,,,,,,,118196,122
8,8450265,London Borough of Southwark,,,0.167364,42145,21031,1,2038,16062,5943,,,,,,,,,,104548,193
8,2305280,Oceanside,,,0.326591,78005,38904,1,2709,32250,8085,,,,,,,,,,172592,86
6,1920901,City of Edinburgh,,,0.208055,48146,23286,31,6138,9268,17272,,,,,,,,,,113668,57
8,111848,Chula Vista,,,0.322837,77630,38686,1,3186,30541,10174,,,,,,,,,,172424,129
9,30353,Wandsbek,,,0.649993,149385,74302,20,2582,68076,8029,,,,,,,,,,312688,113
8,295355,Cambridge,,,0.268698,62838,31355,1,1612,27868,3876,,,,,,,,,,143748,73
8,7444,Paris,,,0.242923,56622,24667,101,9071,4752,28774,,,,,,,,,,127088,324
8,51805,London Borough of Tower Hamlets,,,0.125897,32888,16367,1,1885,12013,5090,,,,,,,,,,86616,92
6,62428,Munich,,,0.691217,164233,78594,142,10378,54375,34443,,,,,,,,,,335724,140
10,2604777,Dover,,,0.008576,2184,1069,1,391,158,1084,,,,,,,,,,33464,25
8,1544956,Mountain View,,,0.079519,20224,10077,1,1027,7350,3468,,,,,,,,,,64208,108
10,271110,Amsterdam,,,0.169104,41306,20189,1,5082,4476,22188,,,,,,,,,,100472,152
8,295349,Fenland,,,0.065106,13480,6530,17,2283,1688,5504,,,,,,,,,,52088,64
6,180837,Cambridgeshire,,,0.978507,210768,103274,242,16190,69754,38396,,,,,,,,,,431624,225
8,295351,Huntingdonshire,,,0.161765,37597,18234,82,4899,7931,11773,,,,,,,,,,94720,102
8,2305279,Carlsbad,,,0.253868,60972,30425,1,2407,24657,6842,,,,,,,,,,139576,63
8,146656,Manchester,,,0.421996,96802,48052,2,7140,30599,21320,,,,,,,,,,207568,235
8,295352,East Cambridgeshire,,,0.083717,19619,9566,36,2383,4556,5669,,,,,,,,,,62212,85
5,10264792,Hong Kong Island,,,0.086728,21676,10647,5,1621,6555,5314,,,,,,,,,,66644,6
8,71033,Strasbourg,,,0.059436,15819,7327,16,2641,1141,8223,,,,,,,,,,56120,77
2,536780,Singapore,,,0.866921,212140,104497,13,11917,70981,46318,,,,,,,,,,430972,4
4,162069,District of Columbia,,,1.149428,267244,132694,10,4160,118037,22830,,,,,,,,,,551072,262
4,62422,Berlin,,,1.140149,277289,135449,115,15213,96373,53887,,,,,,,,,,562920,208
8,51781,City of Westminster,,,0.257524,57179,28460,2,1809,23816,5925,,,,,,,,,,132716,183
8,295353,South Cambridgeshire,,,0.310257,75961,37326,105,4663,27711,11003,,,,,,,,,,165784,178
6,1906767,Glasgow City,,,0.278299,70524,34790,1,7427,15678,24312,,,,,,,,,,155928,194
9,55734,Steglitz-Zehlendorf,,,0.284979,74559,36943,12,1829,32366,6145,,,,,,,,,,165388,102
8,118362,Leeds,,,0.636009,161213,79732,39,13715,47115,39475,,,,,,,,,,330752,132
6,51800,City of London,,,0.017067,4193,2089,2,431,1077,1173,,,,,,,,,,36544,93
8,172987,Liverpool,,,0.214507,50577,24816,1,6879,7769,21279,,,,,,,,,,118112,122
8,8450265,London Borough of Southwark,,,0.162194,42145,21031,1,2038,16062,5943,,,,,,,,,,104716,193
8,2305280,Oceanside,,,0.300978,78005,38904,1,2709,32250,8085,,,,,,,,,,172508,86
6,1920901,City of Edinburgh,,,0.182434,48146,23286,31,6138,9268,17272,,,,,,,,,,113840,57
8,111848,Chula Vista,,,0.309638,77630,38686,1,3186,30541,10174,,,,,,,,,,172192,129
9,30353,Wandsbek,,,0.615801,149385,74302,20,2582,68076,8029,,,,,,,,,,312572,113
8,295355,Cambridge,,,0.250664,62838,31355,1,1612,27868,3876,,,,,,,,,,143720,73
8,7444,Paris,,,0.210003,56622,24667,101,9071,4752,28774,,,,,,,,,,127160,324
8,51805,London Borough of Tower Hamlets,,,0.126664,32888,16367,1,1885,12013,5090,,,,,,,,,,86492,92
6,62428,Munich,,,0.640007,164233,78594,142,10378,54375,34443,,,,,,,,,,335688,140
10,2604777,Dover,,,0.008901,2184,1069,1,391,158,1084,,,,,,,,,,33584,25
8,1544956,Mountain View,,,0.074830,20224,10077,1,1027,7350,3468,,,,,,,,,,63872,108
10,271110,Amsterdam,,,0.156777,41306,20189,1,5082,4476,22188,,,,,,,,,,100472,152
8,295349,Fenland,,,0.050971,13480,6530,17,2283,1688,5504,,,,,,,,,,52136,64
6,180837,Cambridgeshire,,,0.910409,210768,103274,242,16190,69754,38396,,,,,,,,,,431516,225
8,295351,Huntingdonshire,,,0.143114,37597,18234,82,4899,7931,11773,,,,,,,,,,94836,102
8,2305279,Carlsbad,,,0.242712,60972,30425,1,2407,24657,6842,,,,,,,,,,139720,63
8,146656,Manchester,,,0.375357,96802,48052,2,7140,30599,21320,,,,,,,,,,207692,235
8,295352,East Cambridgeshire,,,0.081113,19619,9566,36,2383,4556,5669,,,,,,,,,,62428,85
5,10264792,Hong Kong Island,,,0.086439,21676,10647,5,1621,6555,5314,,,,,,,,,,66680,6
8,71033,Strasbourg,,,0.059468,15819,7327,16,2641,1141,8223,,,,,,,,,,56192,77
2,536780,Singapore,,,0.845917,212140,104497,13,11917,70981,46318,,,,,,,,,,431136,4
4,162069,District of Columbia,,,1.134447,267244,132694,10,4160,118037,22830,,,,,,,,,,551156,262
4,62422,Berlin,,,1.156939,277289,135449,115,15213,96373,53887,,,,,,,,,,562904,208
8,51781,City of Westminster,,,0.220265,57179,28460,2,1809,23816,5925,,,,,,,,,,132744,183
8,295353,South Cambridgeshire,,,0.310101,75961,37326,105,4663,27711,11003,,,,,,,,,,165912,178
6,1906767,Glasgow City,,,0.293374,70524,34790,1,7427,15678,24312,,,,,,,,,,156116,194
9,55734,Steglitz-Zehlendorf,,,0.312543,74559,36943,12,1829,32366,6145,,,,,,,,,,165480,102
8,118362,Leeds,,,0.763808,161213,79732,39,13715,47115,39475,,,,,,,,,,330588,132
6,51800,City of London,,,0.019803,4193,2089,2,431,1077,1173,,,,,,,,,,36632,93
8,172987,Liverpool,,,0.227247,50577,24816,1,6879,7769,21279,,,,,,,,,,118168,122
